month,male_counter,female_counter,andy,unknown_counter,number_of_articles
7,1619,580,77,1538,142
10,1886,693,78,1755,153
6,1340,584,48,1304,130
1,1172,603,68,1332,123
12,2048,785,62,2072,169
11,1995,760,163,1938,168
4,1788,722,52,1767,162
5,1566,576,57,1563,135
8,1383,558,70,1446,139
9,1566,659,42,1606,141
3,1908,771,115,1486,149
2,1425,630,33,1299,125
