month,male_counter,female_counter,andy,unknown_counter,number_of_articles
7,968,331,80,1049,237
10,840,301,69,986,216
6,1033,358,133,1326,249
1,1027,288,86,990,264
12,1011,287,100,1521,199
11,1078,321,200,1496,216
4,960,334,131,1522,249
5,1081,348,102,1225,251
8,993,270,52,976,214
9,894,340,60,957,229
3,1058,356,119,1176,267
2,948,275,52,988,239
