month,male_counter,female_counter,andy,unknown_counter,number_of_articles
7,402,151,17,948,100
10,472,185,49,1168,131
6,379,147,17,723,87
1,359,148,45,628,84
12,513,207,36,1185,105
11,548,221,86,1630,120
4,625,148,39,1343,102
5,403,159,11,916,96
8,414,179,43,984,96
9,354,157,18,865,93
3,407,176,40,703,101
2,374,153,26,515,83
