month,male_counter,female_counter,andy,unknown_counter,number_of_articles
7,2262,406,63,1485,452
10,2270,508,163,1982,463
6,2341,472,77,1683,457
1,2100,328,87,1847,432
12,2207,369,127,1706,448
11,2638,391,77,1853,452
4,2080,345,116,2109,444
5,2057,393,103,1790,472
8,2284,428,140,1743,492
9,2151,519,52,1823,459
3,2255,330,160,2266,478
2,1896,351,62,1657,398
