month,male_counter,female_counter,andy,unknown_counter,number_of_articles
7,734,377,41,1023,142
10,799,413,42,1103,135
6,827,382,34,944,135
1,553,259,20,793,119
12,794,318,51,917,133
11,850,363,37,1242,148
4,849,373,73,1144,157
5,659,335,31,1089,132
8,784,338,22,1066,145
9,821,429,58,1177,153
3,773,355,37,1053,151
2,584,297,17,955,128
