month,male_counter,female_counter,andy,unknown_counter,number_of_articles
7,696,130,31,492,132
10,575,140,114,598,112
6,823,182,18,562,137
1,670,99,40,414,99
12,499,92,19,381,79
11,504,121,32,447,91
4,550,136,28,553,121
5,714,125,42,449,114
8,597,136,23,402,116
9,540,130,10,394,105
3,638,107,39,400,113
2,571,129,36,502,102
