month,male_counter,female_counter,andy,unknown_counter,number_of_articles
1,32884,9728,1027,25585,4109
9,30209,11327,1522,26989,3697
7,30033,9330,994,25316,3597
11,36491,12860,2445,33141,4176
6,32586,11155,1321,27928,3871
5,35469,12536,1437,29776,4293
3,37014,11209,1200,33099,4292
2,33647,11139,1407,29261,4095
12,29442,10080,1866,28565,3497
4,20753,6243,684,19270,2499
10,29729,10143,2032,29150,3529
8,30292,9564,1705,26339,3717
