month,male_counter,female_counter,andy,unknown_counter,number_of_articles
10,1000,767,34,1411,276
3,1756,1250,114,2290,366
6,1394,965,37,1827,309
5,1612,1024,69,1831,356
1,1418,955,67,1696,321
2,1520,1126,62,1968,333
11,1691,1102,113,1723,350
8,1464,1046,101,1597,325
9,1073,850,73,1380,288
7,1300,736,53,1706,289
4,994,658,35,1168,218
12,1387,1233,80,1457,313
