month,male_counter,female_counter,andy,unknown_counter,number_of_articles
10,2080,693,63,1754,186
3,1358,368,30,1127,146
6,1653,537,48,1527,213
5,2128,1044,165,1995,244
1,1772,560,36,1459,210
2,2231,670,54,2259,197
11,1626,600,21,1230,192
8,1518,496,40,1382,197
9,1463,937,55,1223,183
7,2066,735,32,1940,229
4,1075,350,32,942,128
12,1891,802,71,1819,177
