month,male_counter,female_counter,andy,unknown_counter,number_of_articles
10,249,80,6,161,37
3,224,77,8,156,34
5,249,116,5,267,42
6,223,84,1,136,23
1,325,148,9,232,47
2,250,108,6,238,34
11,283,107,7,225,40
8,240,115,10,205,37
9,220,68,8,178,34
7,207,140,38,167,33
4,197,79,0,167,27
12,269,98,3,227,32
