month,male_counter,female_counter,andy,unknown_counter,number_of_articles
10,60,30,4,114,13
3,277,72,8,290,56
6,213,55,4,222,49
5,131,50,1,164,51
1,166,53,10,194,52
2,147,48,3,168,44
11,41,15,0,63,11
8,207,71,5,205,48
9,148,44,2,132,25
7,184,61,6,206,44
4,132,43,0,124,35
12,31,6,2,34,9
