month,male_counter,female_counter,andy,unknown_counter,number_of_articles
10,3120,1344,124,4184,493
3,3462,1539,75,5268,554
6,3816,1485,150,5162,528
5,3651,1612,133,4263,590
1,3606,1469,80,4373,593
2,3376,1337,83,4888,535
11,4199,1873,224,4950,568
8,3153,1140,138,4037,522
9,3296,1234,122,3750,505
7,3310,1268,203,5033,513
4,2106,838,62,2690,333
12,3118,1121,105,3509,442
