month,male_counter,female_counter,andy,unknown_counter,number_of_articles
10,1989,817,463,2819,293
3,2728,873,218,3124,452
6,2073,640,292,1815,322
5,2476,1014,195,2139,372
1,1768,539,100,1966,295
2,2349,705,182,2508,337
11,2001,677,340,2429,289
8,1858,607,296,2413,305
9,2542,1219,186,2689,324
7,2424,610,153,2203,294
4,1396,382,119,1680,223
12,1898,675,290,2665,271
