month,male_counter,female_counter,andy,unknown_counter,number_of_articles
10,107,139,1,53,31
3,161,142,6,47,42
6,245,146,9,127,43
5,206,119,2,73,36
1,223,160,1,73,35
2,40,48,1,20,18
11,124,104,5,75,28
8,114,116,0,53,30
9,132,175,5,96,39
7,149,77,7,52,29
4,149,128,1,57,24
12,98,61,1,33,19
