month,male_counter,female_counter,andy,unknown_counter,number_of_articles
10,100,17,0,55,11
3,119,19,1,132,14
6,122,23,2,105,14
5,215,78,5,186,19
1,152,24,4,80,13
2,91,28,2,103,12
11,135,44,1,103,18
8,74,32,4,86,14
9,79,19,4,83,10
7,81,50,4,64,12
4,50,26,2,67,8
12,88,26,2,141,11
