month,male_counter,female_counter,andy,unknown_counter,number_of_articles
10,2607,1420,144,2078,239
3,3016,1603,160,2157,237
6,2144,1167,105,1622,191
5,2440,1408,133,1903,232
1,2111,1060,85,1256,166
2,2264,1110,61,1589,179
11,3476,1722,128,2501,256
8,1797,992,71,1482,181
9,2341,1404,80,1995,219
7,1842,956,55,1356,168
4,1659,829,94,1362,140
12,2866,1486,91,1976,213
