month,male_counter,female_counter,andy,unknown_counter,number_of_articles
10,5616,1721,109,3126,356
3,8939,2026,139,4476,459
6,7385,2293,129,3534,457
5,8369,2531,264,4339,494
1,7435,1850,81,3469,470
2,7548,1895,128,3877,411
11,6806,2274,228,3442,425
8,5487,1628,126,2391,313
9,5444,1842,78,2699,367
7,6129,1805,104,2657,369
4,4605,1217,68,2877,269
12,4423,1285,178,2764,298
