month,male,female,andy,unknown,article_count
1,25,7,2,63,12
2,40,41,4,246,18
3,76,42,3,246,22
4,61,26,6,130,19
5,42,34,1,124,18
6,57,64,0,108,15
7,42,28,2,142,16
8,49,28,0,158,19
9,44,21,3,110,15
10,96,38,0,120,15
11,34,31,3,148,15
12,36,13,2,44,8
