month,male,female,andy,unknown,article_count
1,242,127,12,328,108
2,219,188,5,363,114
3,117,66,5,212,74
4,157,125,5,250,101
5,237,137,5,342,119
6,208,117,13,311,117
7,230,156,11,398,126
8,194,90,6,315,120
9,158,89,9,291,97
10,185,111,1,317,88
11,336,148,11,430,160
12,501,295,30,826,229
