month,male,female,andy,unknown,article_count
1,1796,144,77,2046,120
2,637,65,19,609,42
3,1283,166,62,1726,106
4,988,82,34,860,59
5,1451,93,46,1309,91
6,3187,363,135,2967,145
7,1585,124,36,2223,113
8,1540,130,106,2294,101
9,1365,174,62,1458,87
10,1091,55,68,1102,71
11,1177,77,130,1292,76
12,2851,315,202,2236,107
