month,male,female,andy,unknown,article_count
1,87,26,2,140,60
2,51,25,3,75,46
3,46,26,0,75,44
4,38,12,1,75,35
5,44,29,2,80,34
6,48,13,4,87,40
7,70,9,0,75,45
8,62,33,0,142,56
9,84,27,6,74,45
10,121,33,2,137,53
11,112,30,1,116,53
12,53,24,2,74,32
