month,male,female,andy,unknown,article_count
1,357,89,20,869,98
2,268,65,10,703,75
3,292,109,12,636,73
4,224,78,13,707,77
5,288,81,11,852,81
6,674,170,42,1577,141
7,462,138,39,1487,123
8,286,85,17,848,89
9,199,80,10,496,48
10,307,93,15,730,75
11,263,59,13,784,62
12,219,49,13,586,51
