month,male,female,andy,unknown,article_count
1,54,23,1,85,55
2,63,15,0,41,47
3,71,14,7,35,56
4,43,25,1,49,43
5,54,7,0,49,52
6,30,30,0,24,37
7,23,12,1,27,28
8,32,29,2,43,50
9,69,32,2,46,44
10,49,22,1,37,51
11,43,20,1,69,42
12,27,20,0,47,45
