month,male,female,andy,unknown,article_count
1,5393,875,89,3736,448
2,3736,654,75,3321,333
3,1749,382,42,2591,299
4,3207,702,56,3361,334
5,3403,715,77,3436,336
6,3790,616,59,3152,296
7,5269,1194,51,5683,422
8,1370,559,14,2627,244
9,1538,540,47,2258,172
10,2947,928,35,4605,284
11,1561,454,59,2748,262
12,1904,560,65,3394,325
