month,male,female,andy,unknown,article_count
1,413,156,14,548,42
2,330,113,7,449,36
3,305,93,11,390,31
4,367,110,18,402,33
5,421,96,10,452,34
6,611,182,23,640,43
7,607,209,11,675,48
8,313,109,15,429,39
9,378,109,26,523,37
10,553,181,21,589,46
11,634,263,29,887,70
12,1170,459,58,1306,72
