month,male,female,andy,unknown,article_count
1,17,5,0,17,12
2,6,4,0,15,14
3,16,0,0,18,11
4,10,4,0,21,9
5,18,4,0,23,10
6,3,4,0,10,4
7,20,7,0,17,12
8,22,14,0,22,10
9,5,1,0,6,4
10,13,0,1,5,7
11,19,14,0,38,11
12,24,24,0,22,8
