month,male,female,andy,unknown,article_count
1,141,75,4,222,83
2,160,55,6,209,94
3,110,120,4,191,91
4,110,58,3,177,67
5,138,66,4,213,87
6,172,125,14,316,123
7,181,105,3,301,126
8,89,88,6,171,72
9,97,63,4,158,73
10,196,155,1,382,125
11,224,112,1,363,162
12,312,205,3,605,216
