month,male,female,andy,unknown,article_count
1,4,1,0,1,5
2,21,1,0,4,8
3,33,1,0,38,14
4,115,12,2,116,34
5,15,28,0,18,11
6,28,0,0,34,14
7,2,0,0,11,5
8,66,19,0,43,19
9,41,7,0,37,19
10,31,13,0,23,8
11,53,2,1,41,8
12,70,2,0,47,15
