month,male,female,andy,unknown,article_count
1,1011,247,5,1148,448
2,755,165,8,861,333
3,601,149,2,697,299
4,812,221,7,995,334
5,788,206,1,1110,336
6,850,193,11,977,296
7,940,358,11,1237,422
8,508,151,4,588,244
9,316,118,2,468,172
10,492,171,6,970,284
11,500,94,5,644,262
12,696,301,17,1030,325
