month,male,female,andy,unknown,article_count
1,929,545,32,1281,110
2,858,522,27,1231,96
3,1089,595,29,1406,105
4,1141,533,53,1502,95
5,935,413,14,1140,80
6,826,480,27,1086,65
7,724,397,29,1034,73
8,885,396,16,1144,85
9,921,461,13,1165,77
10,1026,505,24,1266,83
11,812,457,13,1162,64
12,950,419,18,922,50
