month,male,female,andy,unknown,article_count
1,1609,817,25,1584,130
2,1548,708,34,1513,102
3,1391,725,39,1316,89
4,1349,671,27,1410,94
5,1139,532,20,1191,92
6,1064,494,30,962,73
7,1342,595,32,1388,109
8,1256,607,40,1332,108
9,1575,661,41,1351,97
10,1332,580,25,1287,97
11,1380,567,47,1270,89
12,1669,896,43,1728,109
