month,male,female,andy,unknown,article_count
1,514,128,24,1068,163
2,621,158,17,1005,156
3,628,147,17,1318,179
4,451,113,40,791,120
5,723,206,36,1276,196
6,647,139,18,1070,173
7,880,257,25,1534,184
8,766,265,22,1691,206
9,886,327,28,1890,203
10,1188,454,31,2469,254
11,937,313,17,1938,244
12,396,128,23,905,155
