month,male,female,andy,unknown,article_count
1,66,1,2,28,16
2,76,3,0,54,21
3,47,7,0,43,26
4,146,3,1,100,45
5,123,7,1,66,44
6,156,11,1,114,48
7,366,14,2,229,96
8,64,45,0,78,34
9,79,0,0,117,27
10,79,0,0,45,16
11,62,0,0,32,14
12,13,0,0,6,3
