month,male,female,andy,unknown,article_count
1,22,6,2,54,4
2,2,4,3,11,2
3,9,2,3,28,3
4,5,1,0,30,2
5,13,2,1,19,3
6,1,0,0,5,1
7,29,1,2,47,5
8,17,4,1,43,3
9,27,8,3,34,3
10,14,9,0,58,4
11,1,0,0,3,1
12,3,0,0,4,2
