month,male,female,andy,unknown,article_count
1,400,157,23,738,83
2,461,154,22,953,94
3,436,186,21,965,91
4,245,95,13,559,67
5,436,174,24,837,87
6,761,288,42,1239,123
7,613,191,28,1128,126
8,288,136,6,575,72
9,281,121,9,579,73
10,560,222,6,1408,125
11,705,266,40,1618,162
12,1166,374,52,1823,216
