month,male,female,andy,unknown,article_count
1,42,14,0,53,46
2,37,18,0,40,40
3,44,31,1,68,45
4,18,2,0,20,26
5,49,3,0,25,27
6,17,11,0,12,37
7,16,7,0,26,31
8,22,10,0,52,49
9,14,18,0,47,40
10,11,11,0,27,29
11,62,10,0,34,34
12,26,35,2,42,39
