month,male,female,andy,unknown,article_count
1,2,4,0,19,17
2,4,28,0,64,15
3,18,6,0,23,15
4,23,30,4,24,9
5,3,4,0,8,12
6,18,14,0,24,10
7,6,6,0,23,8
8,3,16,0,15,8
9,3,6,0,9,7
10,5,16,0,8,13
11,10,15,0,19,15
12,9,13,0,7,7
