month,male,female,andy,unknown,article_count
1,252,100,9,780,55
2,171,104,25,570,47
3,299,97,23,684,56
4,129,105,5,539,43
5,261,104,10,565,52
6,170,85,12,478,37
7,95,43,17,333,28
8,189,92,9,541,50
9,178,86,21,548,44
10,224,118,11,613,51
11,141,88,9,469,42
12,227,94,10,808,45
