month,male,female,andy,unknown,article_count
1,90,32,1,60,42
2,29,13,0,48,36
3,35,22,0,33,31
4,66,38,0,37,33
5,48,8,0,94,34
6,108,14,15,93,43
7,36,61,0,58,48
8,36,16,2,48,39
9,56,20,2,51,37
10,100,24,0,81,46
11,94,50,4,120,70
12,93,158,3,119,72
