month,male,female,andy,unknown,article_count
1,159,47,2,223,123
2,167,65,1,179,121
3,131,57,3,207,97
4,136,35,3,181,98
5,230,60,6,233,130
6,144,39,3,204,101
7,227,59,0,199,133
8,175,53,5,197,135
9,191,79,1,249,117
10,253,68,2,310,159
11,218,54,8,233,113
12,106,15,1,153,75
