month,male,female,andy,unknown,article_count
1,0,1,0,9,4
2,0,0,0,1,2
3,2,0,0,0,3
4,0,1,0,5,2
5,9,0,0,8,3
6,1,0,0,0,1
7,4,0,0,7,5
8,0,0,0,7,3
9,0,1,0,9,3
10,5,6,0,6,4
11,1,0,0,2,1
12,2,0,0,6,2
