month,male,female,andy,unknown,article_count
1,330,141,22,367,36
2,374,201,23,435,47
3,511,245,30,559,52
4,278,185,21,319,34
5,355,226,27,473,44
6,312,180,20,354,40
7,398,152,14,318,36
8,242,156,10,338,34
9,370,225,12,373,42
10,390,171,14,322,38
11,544,266,33,524,50
12,521,287,47,728,43
