month,male,female,andy,unknown,article_count
1,0,7,0,6,12
2,4,0,0,1,11
3,3,7,0,1,14
4,6,0,1,2,13
5,27,1,0,24,28
6,1,2,0,2,12
7,3,0,0,9,13
8,1,2,0,3,9
9,8,1,0,9,8
10,0,5,0,3,6
11,7,0,0,5,10
12,8,0,0,1,8
