month,male,female,andy,unknown,article_count
1,164,34,4,174,98
2,116,33,1,177,75
3,116,30,0,172,73
4,133,36,4,174,77
5,145,33,0,213,81
6,387,106,1,435,141
7,223,62,4,345,123
8,152,29,2,162,89
9,82,32,1,108,48
10,120,20,3,172,75
11,163,44,0,169,62
12,108,19,2,130,51
