month,male,female,andy,unknown,article_count
1,416,185,17,781,108
2,484,167,19,864,114
3,437,218,17,623,74
4,435,209,13,651,101
5,475,221,27,778,119
6,355,162,16,681,117
7,519,271,17,981,126
8,514,226,18,834,120
9,383,208,10,718,97
10,239,128,8,557,88
11,816,312,32,1105,160
12,996,434,81,1766,229
