month,male,female,andy,unknown,article_count
1,111,6,0,64,5
2,175,8,2,106,8
3,205,46,2,234,14
4,436,83,1,450,34
5,90,31,0,89,11
6,237,24,15,153,14
7,63,15,0,51,5
8,361,40,3,219,19
9,290,78,3,211,19
10,127,29,3,120,8
11,156,16,2,158,8
12,228,25,2,245,15
