month,male,female,andy,unknown,article_count
1,19,10,0,16,21
2,12,2,2,11,14
3,94,46,6,80,47
4,42,5,4,60,31
5,25,6,0,32,14
6,20,2,0,28,26
7,12,1,0,23,16
8,5,0,0,6,8
9,23,4,0,22,12
10,23,3,0,43,13
11,13,5,0,12,11
12,6,0,0,0,6
